time_s,Sheepmount_h,Bothcherby_h,Denton_Holme_h,Building_1_h,Water_mark_3_h,Water_mark_4_h,Water_mark_5_h,Water_mark_6_h,Water_mark_7_h,Bus_depot_h,Substation_h,Pallett_Yard_h,Brown_Bros_h,Water_mark_1_h,Water_mark_2_h,Sheepmount_u,Bothcherby_u,Denton_Holme_u,Building_1_u,Water_mark_3_u,Water_mark_4_u,Water_mark_5_u,Water_mark_6_u,Water_mark_7_u,Bus_depot_u,Substation_u,Pallett_Yard_u,Brown_Bros_u,Water_mark_1_u,Water_mark_2_u,tot_vol
106200,6.6,3.4,5.6,2.5,1.7,3.0,1.7,1.8,2.4,0.0,-0.0,0.5,1.2,1.1,1.2,0.7,0.1,0.1,-0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.1,0.2,0.1,0.0,11571847.7
107100,6.6,3.4,5.5,2.5,1.7,3.0,1.7,1.9,2.5,0.0,-0.0,0.5,1.3,1.1,1.2,0.7,0.1,0.1,-0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.1,0.2,0.0,0.0,11698716.4
108000,6.7,3.4,5.5,2.5,1.8,3.1,1.7,1.9,2.5,0.0,-0.0,0.5,1.3,1.2,1.2,0.7,0.1,0.1,-0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.1,0.2,0.0,0.0,11822121.1
108900,6.7,3.5,5.5,2.5,1.8,3.1,1.7,1.9,2.5,0.0,-0.0,0.5,1.3,1.2,1.2,0.7,0.1,0.1,-0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.1,0.2,0.0,0.0,11941878.1
109800,6.8,3.5,5.4,2.5,1.8,3.1,1.8,1.9,2.5,0.0,-0.0,0.6,1.3,1.2,1.2,0.7,0.1,0.1,-0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,12057798.4
110700,6.9,3.5,5.4,2.6,1.8,3.1,1.8,1.9,2.5,0.0,-0.0,0.6,1.3,1.2,1.2,0.7,0.1,0.1,0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,12169620.3
111600,6.9,3.5,5.4,2.6,1.8,3.1,1.8,1.9,2.6,0.0,-0.0,0.6,1.4,1.3,1.2,0.7,0.1,0.1,0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,12275626.6
112500,7.0,3.5,5.3,2.6,1.8,3.2,1.8,2.0,2.6,0.0,-0.0,0.6,1.4,1.3,1.2,0.7,0.1,0.1,0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,12376067.2
113400,7.0,3.5,5.3,2.6,1.9,3.2,1.8,2.0,2.6,0.0,-0.0,0.6,1.4,1.3,1.1,0.7,0.1,0.1,0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,12471282.0
114300,7.1,3.5,5.2,2.6,1.9,3.2,1.9,2.0,2.6,0.0,-0.0,0.6,1.4,1.3,1.1,0.7,0.1,0.1,0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,12562010.9
115200,7.1,3.5,5.2,2.7,1.9,3.2,1.9,2.0,2.6,0.0,-0.0,0.6,1.5,1.4,1.1,0.7,0.0,0.1,0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,12648088.3
116100,7.2,3.5,5.1,2.7,1.9,3.2,1.9,2.0,2.7,0.0,-0.0,0.7,1.5,1.4,1.1,0.7,0.0,0.1,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,12729413.3
117000,7.2,3.5,5.0,2.7,1.9,3.3,1.9,2.1,2.7,0.0,-0.0,0.7,1.5,1.4,1.0,0.7,-0.0,0.1,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,12808553.9
117900,7.2,3.5,5.0,2.7,2.0,3.3,1.9,2.1,2.7,0.0,-0.0,0.7,1.5,1.4,1.0,0.7,-0.0,0.1,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,12887734.4
118800,7.3,3.5,5.0,2.7,2.0,3.3,2.0,2.1,2.7,0.0,-0.0,0.7,1.5,1.5,1.0,0.7,-0.1,0.0,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,12968789.8
119700,7.3,3.5,4.9,2.7,2.0,3.3,2.0,2.1,2.7,0.0,0.0,0.7,1.6,1.5,1.0,0.7,-0.1,0.0,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,13052872.7
120600,7.3,3.6,4.9,2.8,2.0,3.3,2.0,2.1,2.8,0.0,0.0,0.7,1.6,1.5,0.9,0.7,-0.1,0.0,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,13143206.2
121500,7.4,3.6,4.9,2.8,2.0,3.4,2.0,2.2,2.8,0.0,0.0,0.7,1.6,1.5,0.9,0.7,-0.1,0.0,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,13243590.6
122400,7.4,3.6,4.9,2.8,2.1,3.4,2.1,2.2,2.8,0.1,0.0,0.7,1.6,1.5,0.9,0.7,-0.1,0.0,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,13353735.9
123300,7.4,3.6,4.9,2.8,2.1,3.4,2.1,2.2,2.8,0.1,0.0,0.7,1.6,1.6,0.9,0.7,-0.1,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,13471790.6
124200,7.4,3.7,4.9,2.9,2.1,3.4,2.1,2.3,2.9,0.1,0.0,0.8,1.6,1.6,0.9,0.7,-0.1,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.3,-0.0,0.2,0.0,0.0,13596590.6
125100,7.5,3.7,5.0,2.9,2.2,3.5,2.1,2.3,2.9,0.1,0.0,0.8,1.7,1.6,1.0,0.7,-0.1,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,13725550.0
126000,7.5,3.7,5.0,2.9,2.2,3.5,2.2,2.3,2.9,0.1,0.0,0.8,1.7,1.7,1.0,0.7,-0.1,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,13855700.0
126900,7.5,3.7,5.0,3.0,2.2,3.5,2.2,2.3,3.0,0.1,0.0,0.8,1.7,1.7,1.0,0.7,-0.1,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,13984857.8
127800,7.6,3.8,5.0,3.0,2.2,3.6,2.2,2.4,3.0,0.1,0.0,0.8,1.7,1.7,1.0,0.7,-0.1,0.0,0.0,0.2,0.2,0.3,0.2,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,14110782.8
128700,7.6,3.8,4.9,3.0,2.3,3.6,2.2,2.4,3.0,0.1,0.1,0.8,1.7,1.7,1.0,0.7,-0.1,0.0,0.0,0.2,0.2,0.3,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,14231575.0
129600,7.6,3.8,4.9,3.1,2.3,3.6,2.3,2.4,3.1,0.1,0.1,0.8,1.8,1.8,0.9,0.7,-0.1,0.0,0.0,0.2,0.2,0.3,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,14345862.5
130500,7.7,3.9,4.9,3.1,2.3,3.6,2.3,2.4,3.1,0.1,0.1,0.8,1.8,1.8,0.9,0.7,-0.1,0.0,0.0,0.2,0.2,0.3,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,14453250.0
131400,7.7,3.9,4.8,3.1,2.3,3.7,2.3,2.4,3.1,0.1,0.1,0.8,1.8,1.8,0.9,0.7,-0.1,0.0,0.0,0.2,0.2,0.3,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,14551668.8
132300,7.7,4.0,4.8,3.1,2.4,3.7,2.3,2.5,3.1,0.1,0.1,0.9,1.8,1.8,0.9,0.7,-0.1,-0.0,0.0,0.2,0.2,0.3,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,14641771.9
133200,7.8,4.0,4.8,3.1,2.4,3.7,2.4,2.5,3.1,0.1,0.1,0.9,1.8,1.9,0.8,0.7,-0.1,-0.0,0.0,0.2,0.2,0.3,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,14723096.9
134100,7.8,4.0,4.7,3.2,2.4,3.7,2.4,2.5,3.2,0.1,0.1,0.9,1.9,1.9,0.8,0.7,-0.1,-0.0,0.0,0.2,0.2,0.3,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,14795390.6
135000,7.8,4.0,4.7,3.2,2.4,3.7,2.4,2.5,3.2,0.1,0.1,0.9,1.9,1.9,0.8,0.7,-0.1,-0.1,0.0,0.2,0.2,0.3,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,14860321.9
135900,7.9,4.0,4.7,3.2,2.4,3.7,2.4,2.5,3.2,0.1,0.2,0.9,1.9,1.9,0.8,0.7,-0.1,-0.1,0.1,0.2,0.2,0.3,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,14916087.5
136800,7.9,4.1,4.6,3.2,2.4,3.7,2.4,2.5,3.2,0.1,0.2,0.9,1.9,1.9,0.8,0.7,-0.1,-0.1,0.1,0.2,0.2,0.3,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,14960862.5
137700,7.9,4.1,4.6,3.2,2.4,3.8,2.4,2.5,3.2,0.1,0.2,0.9,1.9,1.9,0.7,0.7,-0.1,-0.1,0.1,0.2,0.2,0.3,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,14995143.8
138600,7.9,4.1,4.5,3.2,2.4,3.8,2.4,2.5,3.2,0.1,0.2,0.9,1.9,1.9,0.7,0.7,-0.1,-0.1,0.1,0.2,0.2,0.3,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,15018934.4
139500,7.9,4.1,4.5,3.2,2.4,3.8,2.4,2.5,3.2,0.2,0.2,0.9,1.9,1.9,0.7,0.7,-0.1,-0.1,0.1,0.2,0.2,0.3,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,0.0,15032878.1
140400,7.9,4.1,4.5,3.2,2.4,3.8,2.5,2.5,3.2,0.2,0.2,0.9,1.9,1.9,0.7,0.7,-0.1,-0.1,0.1,0.2,0.2,0.3,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,15036421.9
141300,7.9,4.1,4.4,3.2,2.4,3.8,2.5,2.5,3.2,0.2,0.2,0.9,1.9,1.9,0.6,0.7,-0.1,-0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,15030710.9
142200,7.9,4.1,4.3,3.2,2.4,3.8,2.5,2.5,3.2,0.2,0.2,0.9,1.9,1.9,0.6,0.7,-0.1,-0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,15015378.1
143100,7.9,4.1,4.2,3.2,2.4,3.8,2.5,2.5,3.2,0.2,0.2,0.9,1.9,1.9,0.6,0.7,-0.1,-0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,14992096.9
144000,7.9,4.1,4.2,3.2,2.4,3.8,2.5,2.5,3.2,0.2,0.2,0.9,1.9,1.9,0.6,0.7,-0.1,-0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,14960393.8
144900,7.9,4.0,4.1,3.2,2.4,3.7,2.4,2.5,3.2,0.2,0.2,0.9,1.9,1.9,0.6,0.7,-0.1,-0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,14921512.5
145800,7.9,4.0,4.0,3.2,2.4,3.7,2.4,2.4,3.2,0.2,0.2,0.9,1.9,1.9,0.5,0.7,-0.1,-0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,14875353.1
146700,7.9,4.0,3.9,3.2,2.4,3.7,2.4,2.4,3.1,0.1,0.2,0.9,1.9,1.9,0.5,0.7,-0.1,-0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,14823743.8
147600,7.9,4.0,3.8,3.1,2.4,3.7,2.4,2.4,3.1,0.1,0.2,0.9,1.9,1.9,0.5,0.7,-0.1,-0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,14765931.2
148500,7.9,4.0,3.7,3.1,2.4,3.7,2.4,2.4,3.1,0.1,0.2,0.9,1.9,1.9,0.5,0.7,-0.1,-0.2,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,14703825.0
149400,7.9,4.0,3.7,3.1,2.3,3.7,2.4,2.4,3.1,0.1,0.2,0.9,1.9,1.9,0.4,0.7,-0.1,-0.3,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,14637581.2
150300,7.9,4.0,3.6,3.1,2.3,3.7,2.4,2.4,3.1,0.1,0.2,0.9,1.9,1.9,0.3,0.7,-0.1,-0.3,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,14567784.4
151200,7.9,3.9,3.5,3.1,2.3,3.7,2.4,2.4,3.1,0.1,0.2,0.9,1.9,1.9,0.3,0.7,-0.1,-0.3,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,14494945.3
152100,7.9,3.9,3.4,3.1,2.3,3.6,2.4,2.3,3.1,0.1,0.2,0.9,1.9,1.9,0.3,0.7,-0.1,-0.3,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,14419953.1
153000,7.8,3.9,3.3,3.1,2.3,3.6,2.3,2.3,3.0,0.1,0.2,0.9,1.9,1.8,0.3,0.7,-0.1,-0.3,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,14343404.7
153900,7.8,3.9,3.2,3.0,2.3,3.6,2.3,2.3,3.0,0.1,0.1,0.9,1.8,1.8,0.2,0.7,-0.1,-0.3,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,14265306.2
154800,7.8,3.8,3.1,3.0,2.3,3.6,2.3,2.3,3.0,0.1,0.1,0.9,1.8,1.8,0.2,0.7,-0.1,-0.3,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,14185703.1
155700,7.8,3.8,3.1,3.0,2.2,3.6,2.3,2.3,3.0,0.1,0.1,0.9,1.8,1.8,0.1,0.7,-0.1,-0.3,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,14106984.4
156600,7.8,3.8,3.0,3.0,2.2,3.6,2.3,2.3,3.0,0.1,0.1,0.9,1.8,1.8,0.1,0.7,-0.1,-0.3,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,14028226.6
157500,7.7,3.8,3.0,3.0,2.2,3.6,2.3,2.3,3.0,0.1,0.1,0.9,1.8,1.8,0.0,0.7,-0.1,-0.3,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,13948731.2
158400,7.7,3.8,2.9,3.0,2.2,3.5,2.3,2.2,2.9,0.1,0.1,0.9,1.8,1.8,0.0,0.7,-0.1,-0.3,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,13868837.5
159300,7.7,3.7,2.9,2.9,2.2,3.5,2.2,2.2,2.9,0.1,0.1,0.9,1.7,1.7,0.0,0.7,-0.1,-0.3,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,13785321.9
160200,7.7,3.7,2.9,2.9,2.2,3.5,2.2,2.2,2.9,0.1,0.1,0.8,1.7,1.7,0.0,0.7,-0.1,-0.3,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,13698403.1
161100,7.6,3.7,2.8,2.9,2.1,3.5,2.2,2.2,2.9,0.1,0.1,0.8,1.7,1.7,0.0,0.7,-0.1,-0.3,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,13611353.1
162000,7.6,3.7,2.8,2.9,2.1,3.5,2.2,2.2,2.9,0.1,0.1,0.8,1.7,1.7,0.0,0.7,-0.1,-0.3,0.0,0.2,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,13524131.2
162900,7.6,3.6,2.8,2.9,2.1,3.5,2.2,2.1,2.8,0.1,0.1,0.8,1.7,1.7,0.0,0.7,-0.1,-0.3,0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.1,-0.0,13436234.4
163800,7.6,3.6,2.8,2.8,2.1,3.4,2.2,2.1,2.8,0.1,0.1,0.8,1.7,1.7,0.0,0.7,-0.1,-0.2,0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,-0.0,13346559.4
164700,7.5,3.6,2.8,2.8,2.1,3.4,2.1,2.1,2.8,0.1,0.0,0.8,1.6,1.6,0.0,0.7,-0.1,-0.2,0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,-0.0,13254937.5
165600,7.5,3.6,2.9,2.8,2.1,3.4,2.1,2.1,2.8,0.1,0.0,0.8,1.6,1.6,0.0,0.7,-0.1,-0.1,0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,-0.0,13161295.3
166500,7.5,3.6,2.9,2.8,2.0,3.4,2.1,2.1,2.8,0.1,0.0,0.8,1.6,1.6,0.0,0.7,-0.1,-0.0,0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,-0.0,13065784.4
167400,7.5,3.6,3.0,2.8,2.0,3.4,2.1,2.1,2.7,0.0,0.0,0.8,1.6,1.6,0.0,0.7,-0.1,0.2,0.0,0.1,0.2,0.2,0.1,0.2,0.4,0.3,-0.0,0.2,0.0,-0.0,12968927.3
168300,7.4,3.5,2.9,2.7,2.0,3.3,2.1,2.0,2.7,0.0,0.0,0.8,1.6,1.6,0.0,0.7,-0.1,0.2,0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.0,-0.0,12871045.3
169200,7.4,3.5,2.9,2.7,2.0,3.3,2.0,2.0,2.7,0.0,0.0,0.8,1.5,1.5,0.0,0.7,-0.1,0.2,0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.0,-0.0,12772054.7
170100,7.4,3.5,2.8,2.7,2.0,3.3,2.0,2.0,2.7,0.0,0.0,0.7,1.5,1.5,0.0,0.7,-0.0,0.2,0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.0,-0.0,12668880.5
171000,7.4,3.5,2.8,2.7,1.9,3.3,2.0,2.0,2.7,0.0,0.0,0.7,1.5,1.5,0.0,0.7,-0.0,0.2,0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.0,-0.0,12563382.0
171900,7.3,3.5,2.7,2.7,1.9,3.3,2.0,1.9,2.6,0.0,0.0,0.7,1.5,1.5,-0.0,0.7,0.0,0.2,0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.0,-0.0,12456512.5
172800,7.3,3.5,2.7,2.6,1.9,3.2,2.0,1.9,2.6,0.0,0.0,0.7,1.5,1.5,-0.0,0.7,0.1,0.2,0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.0,-0.0,12348339.1
173700,7.3,3.5,2.7,2.6,1.9,3.2,1.9,1.9,2.6,0.0,-0.0,0.7,1.4,1.4,-0.0,0.7,0.1,0.2,0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.0,-0.0,12236614.1
174600,7.2,3.5,2.6,2.6,1.8,3.2,1.9,1.9,2.6,0.0,-0.0,0.7,1.4,1.4,-0.0,0.7,0.1,0.2,-0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.0,-0.0,12121718.8
175500,7.2,3.5,2.6,2.6,1.8,3.2,1.9,1.8,2.5,0.0,-0.0,0.7,1.4,1.4,-0.0,0.7,0.1,0.2,-0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.0,-0.0,12003146.9
176400,7.1,3.5,2.6,2.5,1.8,3.1,1.9,1.8,2.5,0.0,-0.0,0.7,1.4,1.3,-0.0,0.7,0.1,0.2,-0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.0,-0.0,11881626.6
177300,7.1,3.4,2.6,2.5,1.8,3.1,1.8,1.8,2.5,0.0,-0.0,0.6,1.4,1.3,-0.0,0.7,0.1,0.2,-0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.0,-0.0,11756772.7
178200,7.1,3.4,2.5,2.5,1.7,3.1,1.8,1.8,2.4,0.0,-0.0,0.6,1.3,1.3,-0.0,0.7,0.1,0.2,-0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.0,-0.0,11628134.4
179100,7.0,3.4,2.5,2.5,1.7,3.1,1.8,1.7,2.4,0.0,-0.0,0.6,1.3,1.3,-0.0,0.7,0.1,0.2,-0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.0,-0.0,11496189.1
180000,7.0,3.3,2.5,2.4,1.7,3.0,1.8,1.7,2.4,0.0,-0.0,0.6,1.3,1.2,-0.0,0.7,0.0,0.2,-0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.0,-0.0,11360025.0
180900,7.0,3.2,2.5,2.4,1.6,3.0,1.7,1.7,2.4,0.0,-0.0,0.6,1.3,1.2,-0.0,0.7,-0.0,0.2,-0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.1,-0.0,11220019.5
181800,6.9,3.2,2.5,2.4,1.6,3.0,1.7,1.6,2.3,0.0,-0.0,0.6,1.2,1.1,-0.0,0.7,-0.1,0.2,0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.1,-0.0,11076867.2
182700,6.9,3.1,2.5,2.3,1.6,2.9,1.7,1.6,2.3,0.0,-0.0,0.6,1.2,1.1,-0.0,0.7,-0.1,0.2,0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.0,0.2,0.1,-0.0,10932200.0
183600,6.8,3.0,2.5,2.3,1.5,2.9,1.6,1.5,2.2,0.0,-0.0,0.6,1.2,1.1,-0.0,0.7,-0.2,0.2,-0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.1,0.2,0.1,-0.0,10786876.6
184500,6.8,3.0,2.5,2.3,1.5,2.9,1.6,1.5,2.2,0.0,-0.0,0.5,1.2,1.0,0.0,0.7,-0.2,0.2,-0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.3,-0.1,0.2,0.1,-0.0,10642084.4
185400,6.8,2.9,2.4,2.2,1.5,2.8,1.6,1.5,2.2,0.0,-0.0,0.5,1.1,1.0,0.0,0.7,-0.2,0.2,-0.0,0.1,0.2,0.2,0.1,0.1,0.3,0.3,-0.1,0.2,0.1,-0.0,10499030.5
186300,6.7,2.9,2.4,2.2,1.4,2.8,1.5,1.5,2.1,0.0,-0.0,0.5,1.1,1.0,0.0,0.7,-0.2,0.2,-0.0,0.1,0.2,0.2,0.1,0.1,0.3,0.3,-0.1,0.2,0.1,-0.0,10357813.3
187200,6.7,2.8,2.4,2.2,1.4,2.8,1.5,1.4,2.1,0.0,-0.0,0.5,1.1,0.9,0.0,0.7,-0.2,0.2,-0.0,0.1,0.2,0.2,0.1,0.1,0.3,0.3,-0.1,0.2,0.1,-0.0,10218917.2
188100,6.6,2.8,2.4,2.1,1.4,2.7,1.5,1.4,2.1,0.0,-0.0,0.5,1.1,0.9,0.0,0.7,-0.2,0.2,-0.0,0.1,0.2,0.2,0.1,0.1,0.3,0.2,-0.1,0.2,0.1,-0.0,10082448.4
189000,6.6,2.7,2.4,2.1,1.4,2.7,1.4,1.4,2.0,0.0,-0.0,0.5,1.1,0.9,0.0,0.7,-0.2,0.2,-0.0,0.1,0.2,0.2,0.1,0.1,0.3,0.2,-0.1,0.2,0.1,-0.0,9948710.2
189900,6.6,2.7,2.4,2.1,1.3,2.6,1.4,1.3,2.0,0.0,-0.0,0.5,1.0,0.8,0.0,0.7,-0.2,0.1,-0.0,0.1,0.2,0.2,0.1,0.1,0.3,0.2,-0.1,0.1,0.1,-0.0,9817820.3
190800,6.5,2.6,2.4,2.0,1.3,2.6,1.4,1.3,2.0,0.0,-0.0,0.5,1.0,0.8,0.0,0.7,-0.2,0.1,-0.0,0.1,0.2,0.2,0.1,0.1,0.3,0.2,-0.1,0.1,0.1,-0.0,9690137.5
191700,6.5,2.6,2.4,2.0,1.3,2.6,1.4,1.3,2.0,0.0,-0.0,0.4,1.0,0.8,0.0,0.7,-0.2,0.1,-0.0,0.1,0.2,0.2,0.1,0.1,0.3,0.2,-0.1,0.1,0.1,-0.0,9565885.2
192600,6.5,2.6,2.3,1.9,1.3,2.6,1.3,1.3,1.9,0.0,-0.0,0.4,1.0,0.8,0.0,0.7,-0.2,0.1,-0.0,0.1,0.2,0.2,0.1,0.1,0.3,0.2,-0.1,0.1,0.1,-0.0,9445153.9
193500,6.4,2.6,2.3,1.9,1.2,2.5,1.3,1.2,1.9,0.0,-0.0,0.4,0.9,0.8,0.0,0.7,-0.2,0.1,-0.0,0.1,0.2,0.2,0.1,0.1,0.3,0.2,-0.1,0.1,0.1,-0.0,9328153.9
194400,6.4,2.6,2.3,1.8,1.2,2.5,1.3,1.2,1.9,0.0,-0.0,0.4,0.9,0.7,0.0,0.7,-0.2,0.0,-0.0,0.1,0.2,0.2,0.1,0.1,0.3,0.2,-0.1,0.1,0.1,-0.0,9214974.2
195300,6.4,2.5,2.3,1.8,1.2,2.5,1.2,1.2,1.9,0.0,-0.0,0.4,0.9,0.7,0.0,0.7,-0.2,-0.0,-0.0,0.1,0.2,0.2,0.1,0.1,0.2,0.2,-0.1,0.1,0.1,-0.0,9105758.6
196200,6.3,2.5,2.3,1.7,1.2,2.4,1.2,1.2,1.8,0.0,-0.0,0.4,0.8,0.7,0.0,0.7,-0.3,-0.0,-0.0,0.1,0.2,0.2,0.1,0.1,0.2,0.2,-0.1,0.1,0.1,-0.0,9000615.6
197100,6.3,2.5,2.2,1.7,1.1,2.4,1.2,1.2,1.8,0.0,-0.0,0.4,0.8,0.6,0.0,0.7,-0.3,-0.0,-0.0,0.1,0.2,0.2,0.1,0.1,0.2,0.2,-0.1,0.1,0.1,-0.0,8899526.6
198000,6.3,2.5,2.2,1.7,1.1,2.4,1.2,1.1,1.8,0.0,-0.0,0.3,0.8,0.6,0.0,0.7,-0.3,-0.1,-0.0,0.1,0.2,0.2,0.1,0.1,0.2,0.2,-0.1,0.1,0.1,-0.0,8802482.8
