Sheepmount_x,Sheepmount_y,Bothcherby_x,Bothcherby_y,Denton_Holme_x,Denton_Holme_y,Building_1_x,Building_1_y,water_mark3_x,water_mark3_y,water_mark4_x,water_mark4_y,water_mark5_x,water_mark5_y,water_mark6_x,water_mark6_y,water_mark7_x,water_mark7_y,bus_dep_x,bus_dep_y,substation_x,substation_y,pallett_yard_x,pallett_yard_y,brown_bros_x,brown_bros_y,water_mark1_x,water_mark1_y,water_mark2_x,water_mark2_y
6,3.5862,6,1.5534,6,2.2384,52.1198866179362,0.824400272268981,60.5475950813234,1.26939906137934,60.6044736577271,1.31220127518522,53.9566066018343,0.666697924125991,55.4097905189053,0.523400114583662,54.4788720307103,0.834119040923156,51.6111554992172,0.516765944521311,50.411843314575,0,53.5145248774881,0.140189008556473,50.6337995545657,0.571937639198218,51.1541166388731,0.449077497231445,45.2277751335696,0
6.25,3.6225,6.25,1.5786,6.25,2.275,54.3041797391728,0.602757161255807,64.1775753357927,1.16206446774167,64.2213485848939,1.16801977173428,55.4172951998462,0.472548390438226,58.6539847695483,0.449499454100179,57.1129007277275,0.619026730827464,54.7533155904517,0.37672495679598,53.8799277517018,0,56.1986589431434,0.035465884220467,52.0381088132358,0.351447661469932,53.4426439597963,0.284030945730675,48.6163250978015,0
6.5,3.6511,6.5,1.6069,6.5,2.2864,57.5172476419953,0.455009495100696,67.5015276112771,1.09512337738678,67.5382221806744,1.0669370836139,58.5592715560438,0.304333883977006,62.4249062240656,0.404001096561012,60.5815414624817,0.488250959902154,58.5397764868959,0.325743988212637,57.4992942275084,0,59.2254885945544,0,54.667387846007,0.195100222717148,55.1297996718743,0.10030947318124,52.3906449421955,0
6.75,3.6725,6.75,1.6374,6.75,2.2892,61.1630914494711,0.36262167599555,,,,,62.1614211378928,0.204455531255256,66.1950816142481,0.380088867111229,63.446765132843,0.376289997843089,62.3176052236142,0.297520531634001,61.2699427419949,0,62.9977991387254,0,58.4343875278397,0.130512249443207,57.7115641690538,0,56.0136043293141,0
7,3.6879,7,1.6705,7,2.2905,64.659527933177,0.26678804918074,,,,,65.9183188377949,0.138429365987551,,,67.9006288912594,0.319671505993871,66.0171690454841,0.277001713578416,65.0405912564815,0,66.9198915464768,0,62.2034336621063,0.09576837416481,61.4868032984015,0,59.787833809256,0
7.25,3.6995,7.25,1.7046,7.25,2.286,67.765884491543,0.210613946518142,,,,,,,,,,,,,,,,,65.9725714285714,0.062360801781737,65.2619319412993,0,63.1078463706939,0
7.5,3.7085,7.5,1.7372,7.5,2.2833,,,,,,,,,,,,,,,,,,,,,,,67.6379790107137,0
7.75,3.7158,7.75,1.7647,7.75,2.2876,,,,,,,,,,,,,,,,,,,,,,,,
8,3.7229,8,1.7888,8,2.2853,,,,,,,,,,,,,,,,,,,,,,,,
8.25,3.7302,8.25,1.8098,8.25,2.2831,,,,,,,,,,,,,,,,,,,,,,,,
8.5,3.7388,8.5,1.8292,8.5,2.2825,,,,,,,,,,,,,,,,,,,,,,,,
8.75,3.7522,8.75,1.8483,8.75,2.2823,,,,,,,,,,,,,,,,,,,,,,,,
9,3.7735,9,1.8656,9,2.278,,,,,,,,,,,,,,,,,,,,,,,,
9.25,3.8024,9.25,1.8839,9.25,2.2668,,,,,,,,,,,,,,,,,,,,,,,,
9.5,3.8228,9.5,1.9024,9.5,2.2516,,,,,,,,,,,,,,,,,,,,,,,,
9.75,3.8191,9.75,1.9184,9.75,2.2351,,,,,,,,,,,,,,,,,,,,,,,,
10,3.7988,10,1.9345,10,2.205,,,,,,,,,,,,,,,,,,,,,,,,
10.25,3.7765,10.25,1.9474,10.25,2.1806,,,,,,,,,,,,,,,,,,,,,,,,
10.5,3.7607,10.5,1.9584,10.5,2.1527,,,,,,,,,,,,,,,,,,,,,,,,
10.75,3.7559,10.75,1.9701,10.75,2.1207,,,,,,,,,,,,,,,,,,,,,,,,
11,3.7617,11,1.9817,11,2.0877,,,,,,,,,,,,,,,,,,,,,,,,
11.25,3.7771,11.25,1.9985,11.25,2.0632,,,,,,,,,,,,,,,,,,,,,,,,
11.5,3.8001,11.5,2.0171,11.5,2.0349,,,,,,,,,,,,,,,,,,,,,,,,
11.75,3.8286,11.75,2.0312,11.75,2.0167,,,,,,,,,,,,,,,,,,,,,,,,
12,3.8593,12,2.0473,12,2.0057,,,,,,,,,,,,,,,,,,,,,,,,
12.25,3.8895,12.25,2.0655,12.25,2.0011,,,,,,,,,,,,,,,,,,,,,,,,
12.5,3.9174,12.5,2.0843,12.5,2.0042,,,,,,,,,,,,,,,,,,,,,,,,
12.75,3.9433,12.75,2.1029,12.75,2.0106,,,,,,,,,,,,,,,,,,,,,,,,
13,3.9692,13,2.1238,13,2.0321,,,,,,,,,,,,,,,,,,,,,,,,
13.25,3.9969,13.25,2.1448,13.25,2.0716,,,,,,,,,,,,,,,,,,,,,,,,
13.5,4.0288,13.5,2.1627,13.5,2.118,,,,,,,,,,,,,,,,,,,,,,,,
13.75,4.0631,13.75,2.1839,13.75,2.1857,,,,,,,,,,,,,,,,,,,,,,,,
14,4.0998,14,2.2089,14,2.2638,,,,,,,,,,,,,,,,,,,,,,,,
14.25,4.1412,14.25,2.2315,14.25,2.354,,,,,,,,,,,,,,,,,,,,,,,,
14.5,4.1861,14.5,2.2604,14.5,2.4459,,,,,,,,,,,,,,,,,,,,,,,,
14.75,4.2337,14.75,2.2891,14.75,2.5282,,,,,,,,,,,,,,,,,,,,,,,,
15,4.2824,15,2.315,15,2.6047,,,,,,,,,,,,,,,,,,,,,,,,
15.25,4.3355,15.25,2.3401,15.25,2.6926,,,,,,,,,,,,,,,,,,,,,,,,
15.5,4.3988,15.5,2.3629,15.5,2.7757,,,,,,,,,,,,,,,,,,,,,,,,
15.75,4.4674,15.75,2.3867,15.75,2.8484,,,,,,,,,,,,,,,,,,,,,,,,
16,4.5354,16,2.415,16,2.9119,,,,,,,,,,,,,,,,,,,,,,,,
16.25,4.6001,16.25,2.4447,16.25,2.9832,,,,,,,,,,,,,,,,,,,,,,,,
16.5,4.6562,16.5,2.4749,16.5,3.0593,,,,,,,,,,,,,,,,,,,,,,,,
16.75,4.7255,16.75,2.5045,16.75,3.1249,,,,,,,,,,,,,,,,,,,,,,,,
17,4.8282,17,2.532,17,3.1622,,,,,,,,,,,,,,,,,,,,,,,,
17.25,4.9348,17.25,2.5583,17.25,3.2043,,,,,,,,,,,,,,,,,,,,,,,,
17.5,5.0336,17.5,2.5853,17.5,3.2449,,,,,,,,,,,,,,,,,,,,,,,,
17.75,5.1251,17.75,2.6098,17.75,3.2812,,,,,,,,,,,,,,,,,,,,,,,,
18,5.2018,18,2.6321,18,3.2919,,,,,,,,,,,,,,,,,,,,,,,,
18.25,5.2631,18.25,2.6526,18.25,3.3035,,,,,,,,,,,,,,,,,,,,,,,,
18.5,5.3123,18.5,2.6729,18.5,3.3153,,,,,,,,,,,,,,,,,,,,,,,,
18.75,5.3595,18.75,2.6922,18.75,3.3295,,,,,,,,,,,,,,,,,,,,,,,,
19,5.4027,19,2.7068,19,3.3493,,,,,,,,,,,,,,,,,,,,,,,,
19.25,5.4461,19.25,2.7172,19.25,3.3711,,,,,,,,,,,,,,,,,,,,,,,,
19.5,5.4876,19.5,2.7237,19.5,3.3901,,,,,,,,,,,,,,,,,,,,,,,,
19.75,5.5238,19.75,2.73,19.75,3.4184,,,,,,,,,,,,,,,,,,,,,,,,
20,5.5559,20,2.738,20,3.4369,,,,,,,,,,,,,,,,,,,,,,,,
20.25,5.584,20.25,2.7459,20.25,3.4367,,,,,,,,,,,,,,,,,,,,,,,,
20.5,5.6086,20.5,2.7538,20.5,3.4354,,,,,,,,,,,,,,,,,,,,,,,,
20.75,5.6348,20.75,2.7627,20.75,3.4241,,,,,,,,,,,,,,,,,,,,,,,,
21,5.6567,21,2.7716,21,3.4061,,,,,,,,,,,,,,,,,,,,,,,,
21.25,5.6749,21.25,2.7808,21.25,3.3905,,,,,,,,,,,,,,,,,,,,,,,,
21.5,5.691,21.5,2.7911,21.5,3.3958,,,,,,,,,,,,,,,,,,,,,,,,
21.75,5.7061,21.75,2.8005,21.75,3.3929,,,,,,,,,,,,,,,,,,,,,,,,
22,5.72,22,2.8106,22,3.4053,,,,,,,,,,,,,,,,,,,,,,,,
22.25,5.7332,22.25,2.8225,22.25,3.4372,,,,,,,,,,,,,,,,,,,,,,,,
22.5,5.7466,22.5,2.8357,22.5,3.4724,,,,,,,,,,,,,,,,,,,,,,,,
22.75,5.7599,22.75,2.8481,22.75,3.515,,,,,,,,,,,,,,,,,,,,,,,,
23,5.7735,23,2.8583,23,3.5698,,,,,,,,,,,,,,,,,,,,,,,,
23.25,5.7878,23.25,2.8695,23.25,3.6147,,,,,,,,,,,,,,,,,,,,,,,,
23.5,5.8028,23.5,2.8804,23.5,3.6904,,,,,,,,,,,,,,,,,,,,,,,,
23.75,5.8199,23.75,2.8888,23.75,3.7928,,,,,,,,,,,,,,,,,,,,,,,,
24,5.8401,24,2.8963,24,3.8805,,,,,,,,,,,,,,,,,,,,,,,,
24.25,5.8622,24.25,2.9033,24.25,3.9691,,,,,,,,,,,,,,,,,,,,,,,,
24.5,5.8861,24.5,2.9137,24.5,4.0277,,,,,,,,,,,,,,,,,,,,,,,,
24.75,5.9113,24.75,2.9263,24.75,4.0911,,,,,,,,,,,,,,,,,,,,,,,,
25,5.9387,25,2.9389,25,4.1832,,,,,,,,,,,,,,,,,,,,,,,,
25.25,5.9691,25.25,2.9505,25.25,4.2885,,,,,,,,,,,,,,,,,,,,,,,,
25.5,6.002,25.5,2.9613,25.5,4.3836,,,,,,,,,,,,,,,,,,,,,,,,
25.75,6.036,25.75,2.972,25.75,4.471,,,,,,,,,,,,,,,,,,,,,,,,
26,6.0709,26,2.9838,26,4.5566,,,,,,,,,,,,,,,,,,,,,,,,
26.25,6.1077,26.25,2.9958,26.25,4.6301,,,,,,,,,,,,,,,,,,,,,,,,
26.5,6.16,26.5,3.0086,26.5,4.6804,,,,,,,,,,,,,,,,,,,,,,,,
26.75,6.2135,26.75,3.0238,26.75,4.7246,,,,,,,,,,,,,,,,,,,,,,,,
27,6.2604,27,3.042,27,4.7613,,,,,,,,,,,,,,,,,,,,,,,,
27.25,6.3052,27.25,3.0627,27.25,4.7872,,,,,,,,,,,,,,,,,,,,,,,,
27.5,6.35,27.5,3.0851,27.5,4.8043,,,,,,,,,,,,,,,,,,,,,,,,
27.75,6.3944,27.75,3.1084,27.75,4.8188,,,,,,,,,,,,,,,,,,,,,,,,
28,6.4378,28,3.1322,28,4.8312,,,,,,,,,,,,,,,,,,,,,,,,
28.25,6.4789,28.25,3.1558,28.25,4.8385,,,,,,,,,,,,,,,,,,,,,,,,
28.5,6.5177,28.5,3.1791,28.5,4.8365,,,,,,,,,,,,,,,,,,,,,,,,
28.75,6.5529,28.75,3.2016,28.75,4.8244,,,,,,,,,,,,,,,,,,,,,,,,
29,6.5837,29,3.2228,29,4.8097,,,,,,,,,,,,,,,,,,,,,,,,
29.25,6.6101,29.25,3.2426,29.25,4.7935,,,,,,,,,,,,,,,,,,,,,,,,
29.5,6.633,29.5,3.2612,29.5,4.7696,,,,,,,,,,,,,,,,,,,,,,,,
29.75,6.6529,29.75,3.2787,29.75,4.7486,,,,,,,,,,,,,,,,,,,,,,,,
30,6.6717,30,3.2959,30,4.7228,,,,,,,,,,,,,,,,,,,,,,,,
30.25,6.6891,30.25,3.3135,30.25,4.6894,,,,,,,,,,,,,,,,,,,,,,,,
30.5,6.7111,30.5,3.3313,30.5,4.6649,,,,,,,,,,,,,,,,,,,,,,,,
30.75,6.7651,30.75,3.3486,30.75,4.6413,,,,,,,,,,,,,,,,,,,,,,,,
31,6.8176,31,3.3657,31,4.6109,,,,,,,,,,,,,,,,,,,,,,,,
31.25,6.8577,31.25,3.3828,31.25,4.5786,,,,,,,,,,,,,,,,,,,,,,,,
31.5,6.8906,31.5,3.3992,31.5,4.5441,,,,,,,,,,,,,,,,,,,,,,,,
31.75,6.9197,31.75,3.4149,31.75,4.502,,,,,,,,,,,,,,,,,,,,,,,,
32,6.946,32,3.4307,32,4.4522,,,,,,,,,,,,,,,,,,,,,,,,
32.25,6.9702,32.25,3.4466,32.25,4.3922,,,,,,,,,,,,,,,,,,,,,,,,
32.5,6.9925,32.5,3.4622,32.5,4.3252,,,,,,,,,,,,,,,,,,,,,,,,
32.75,7.013,32.75,3.4774,32.75,4.2714,,,,,,,,,,,,,,,,,,,,,,,,
33,7.0329,33,3.4926,33,4.2299,,,,,,,,,,,,,,,,,,,,,,,,
33.25,7.053,33.25,3.5083,33.25,4.1964,,,,,,,,,,,,,,,,,,,,,,,,
33.5,7.0743,33.5,3.5255,33.5,4.1794,,,,,,,,,,,,,,,,,,,,,,,,
33.75,7.0981,33.75,3.5453,33.75,4.1747,,,,,,,,,,,,,,,,,,,,,,,,
34,7.1259,34,3.569,34,4.1847,,,,,,,,,,,,,,,,,,,,,,,,
34.25,7.1595,34.25,3.597,34.25,4.1995,,,,,,,,,,,,,,,,,,,,,,,,
34.5,7.1995,34.5,3.6287,34.5,4.2183,,,,,,,,,,,,,,,,,,,,,,,,
34.75,7.2456,34.75,3.6632,34.75,4.24,,,,,,,,,,,,,,,,,,,,,,,,
35,7.2967,35,3.6997,35,4.2543,,,,,,,,,,,,,,,,,,,,,,,,
35.25,7.3511,35.25,3.7372,35.25,4.2645,,,,,,,,,,,,,,,,,,,,,,,,
35.5,7.4069,35.5,3.7743,35.5,4.2629,,,,,,,,,,,,,,,,,,,,,,,,
35.75,7.462,35.75,3.8108,35.75,4.2508,,,,,,,,,,,,,,,,,,,,,,,,
36,7.5149,36,3.8456,36,4.226,,,,,,,,,,,,,,,,,,,,,,,,
36.25,7.5641,36.25,3.8773,36.25,4.1873,,,,,,,,,,,,,,,,,,,,,,,,
36.5,7.6082,36.5,3.9053,36.5,4.1484,,,,,,,,,,,,,,,,,,,,,,,,
36.75,7.647,36.75,3.9296,36.75,4.1037,,,,,,,,,,,,,,,,,,,,,,,,
37,7.6801,37,3.9503,37,4.0645,,,,,,,,,,,,,,,,,,,,,,,,
37.25,7.7082,37.25,3.9677,37.25,4.0359,,,,,,,,,,,,,,,,,,,,,,,,
37.5,7.7316,37.5,3.9815,37.5,4.0019,,,,,,,,,,,,,,,,,,,,,,,,
37.75,7.7502,37.75,3.9919,37.75,3.9665,,,,,,,,,,,,,,,,,,,,,,,,
38,7.7639,38,3.999,38,3.9322,,,,,,,,,,,,,,,,,,,,,,,,
38.25,7.7729,38.25,4.0027,38.25,3.9043,,,,,,,,,,,,,,,,,,,,,,,,
38.5,7.7777,38.5,4.0032,38.5,3.8626,,,,,,,,,,,,,,,,,,,,,,,,
38.75,7.7776,38.75,4.0003,38.75,3.8191,,,,,,,,,,,,,,,,,,,,,,,,
39,7.7728,39,3.9944,39,3.7767,,,,,,,,,,,,,,,,,,,,,,,,
39.25,7.7637,39.25,3.9856,39.25,3.7265,,,,,,,,,,,,,,,,,,,,,,,,
39.5,7.7503,39.5,3.9741,39.5,3.6791,,,,,,,,,,,,,,,,,,,,,,,,
39.75,7.7331,39.75,3.96,39.75,3.6339,,,,,,,,,,,,,,,,,,,,,,,,
40,7.7125,40,3.9437,40,3.5884,,,,,,,,,,,,,,,,,,,,,,,,
40.25,7.6888,40.25,3.9255,40.25,3.5392,,,,,,,,,,,,,,,,,,,,,,,,
40.5,7.6622,40.5,3.9055,40.5,3.4914,,,,,,,,,,,,,,,,,,,,,,,,
40.75,7.633,40.75,3.884,40.75,3.4444,,,,,,,,,,,,,,,,,,,,,,,,
41,7.6014,41,3.8612,41,3.398,,,,,,,,,,,,,,,,,,,,,,,,
41.25,7.5679,41.25,3.8372,41.25,3.3509,,,,,,,,,,,,,,,,,,,,,,,,
41.5,7.5327,41.5,3.8126,41.5,3.3067,,,,,,,,,,,,,,,,,,,,,,,,
41.75,7.4964,41.75,3.7875,41.75,3.2572,,,,,,,,,,,,,,,,,,,,,,,,
42,7.459,42,3.7623,42,3.2073,,,,,,,,,,,,,,,,,,,,,,,,
42.25,7.4209,42.25,3.7369,42.25,3.162,,,,,,,,,,,,,,,,,,,,,,,,
42.5,7.3824,42.5,3.7114,42.5,3.1148,,,,,,,,,,,,,,,,,,,,,,,,
42.75,7.3439,42.75,3.6857,42.75,3.0656,,,,,,,,,,,,,,,,,,,,,,,,
43,7.3052,43,3.6603,43,3.0195,,,,,,,,,,,,,,,,,,,,,,,,
43.25,7.2666,43.25,3.635,43.25,2.9744,,,,,,,,,,,,,,,,,,,,,,,,
43.5,7.2283,43.5,3.6101,43.5,2.9257,,,,,,,,,,,,,,,,,,,,,,,,
43.75,7.1902,43.75,3.5854,43.75,2.8787,,,,,,,,,,,,,,,,,,,,,,,,
44,7.1525,44,3.5608,44,2.8326,,,,,,,,,,,,,,,,,,,,,,,,
44.25,7.1153,44.25,3.5363,44.25,2.7902,,,,,,,,,,,,,,,,,,,,,,,,
44.5,7.0787,44.5,3.5118,44.5,2.7458,,,,,,,,,,,,,,,,,,,,,,,,
44.75,7.0425,44.75,3.4875,44.75,2.7035,,,,,,,,,,,,,,,,,,,,,,,,
45,7.0069,45,3.4632,45,2.6556,,,,,,,,,,,,,,,,,,,,,,,,
45.25,6.9714,45.25,3.4389,45.25,2.6074,,,,,,,,,,,,,,,,,,,,,,,,
45.5,6.936,45.5,3.4145,45.5,2.556,,,,,,,,,,,,,,,,,,,,,,,,
45.75,6.9008,45.75,3.3899,45.75,2.502,,,,,,,,,,,,,,,,,,,,,,,,
